name,rate,reviews
낙원의 밤,10,조폭장르를즐게보지않는데엄태구차승원얼굴이너무매력적이고전여빈의말간얼굴도너무좋았다.이미죽음이예정되어있음을아는두남녀가자신의죽음으로스스로걸어들어가는아름다운영화이다
스타 이즈 본,8,이걸 이제야 봤네.. 러닝타임이 긴만큼 중간중간 조금 루즈한 부분도 있었지만 결국 마지막 장면에서 소름이 돋아버렸다 그나저나 브래들리 쿠퍼 심하게 멋있네 남자가 봐도 반하겠어
지금 만나러 갑니다,10,"평생 단 한 사람만 사랑하는 ""별난"" 사람들이 있다. 그들의 인생다큐드라마. 죽음보다 강한.."
서복,10,"영화가 끝나고 나서 여운이 많이 남았던 영화,, 대사가 조금 반복되면서 비슷한 느낌이 많았지만 좋은 말들 많았고 CG(?)장면들도 과하지 않고 오히려 다시 보고싶은 장면이 많아요 좋아요"
콩가네,1,"콩까지마.,...2"
미나리,1,"그냥 재미 드럽게 없음, 인간이 만들어 낸 가장 개거품 장르가 예술장르. 그야말로 그들만의 리그"
검객,7,액션이 너무 뻔함... 과하기만 하고.. . 무조건적 긴장감만이 우선이 아님..
세트플레이,4,재미 진짜 없음. 제목만 좋음.
괴물들,1,너무 한심한 영화라 평점보러옴 걍 감독이 한심함
서복,4,"옛스러운 연출과 각본, 옛스러운 공유의 연기"
원더풀 라이프,6,너무 싱거워서 무료하다.
앙상블,3,김승수아찌 이젠 아무 영화에 다 나오네요. 아쉽
서복,1,"스토리, 연출만보면 평점 3~4점대가 적당배우 이미지 때문에 좋게 줘서 6점이 최대"
서복,10,두 배우 보고 봤는데 영상도 좋고 여운도 남게 만드는 영화다.. 서복 역은 박보검 아니면 소화가 가능할까? 싶은 느낌
자유의 언덕,6,상수형만큼 로맨스와 거리가 먼 사람도 드물 것.비판 아님.
자산어보,10,여운이 한동안 길어질 듯한..흑백임에도 풍부한 영상미가 압권이네요
아일라,10,꼭 봐야하는 영화.. 터키에 가면 형제국가라며 반겨주고 좋아해주던 터키인들이 생각난다. 그립다
쥬라기 공원,10,"티랙스, 다음에는 많이 이겨보자"
지푸라기라도 잡고 싶은 짐승들,2,이런 배우들 가져다놓고 재능낭비를 하다니.. 기억남는건 루이비통 가방뿐..
하루,2,그냥 시간소재 여러 반전영화 짜집기해서 식상한 영화가된것같내요 좀다른방향으로 갔으면 좋았을듯 지루하게 봤습니다
낙원의 밤,1,감독이 나이 먹고 중이병 다시 걸린듯한 유치뽕짝한 영화... 여주 나올때마다 분위기 너무 깸 시간 아까워요 보지마세용
내일의 기억,10,예지예뻐요퓨ㅠㅠㅠㅠ
범털,2,"이게 15세 라고,, ? 가족들이랑 절대 같이 보지 마세요 민망해 죽을뻔 ;;;"
국제시장,6,2편은 국내시장으로 하자~
복수혈전,10,
서복,9,"공유,박보검,조우진보러 갔음. 근데, 스토리랑 ost가 괜찮네^^ 아주 조금 장면 장면 이어짐이 매끄럽지 못하고 뭔가 약간 어색 이상한 대사들... 쬐끔 아쉬움.그것만 아니면 대작이었을듯. 배우보러 갔다가 삶과 죽음에 대해 많이 생각하게 되는 영화"
미나리,10,처음으로 이런 평점을 남겨보네요. 아마도 한국 사람들에게는 어색하고 뭔가 심심하고 결말에 대한 아쉬운 부분이 있을수도 있지 않을까 생각했는데.. 영화 시작 부터 끝까지 저에게는 계속해서 잔잔한 감동이 더해졌고 감독님의 엔딩에 어떤 의미를 두었을까 생각 하게 되었고 결론은 그 이후의 이야기들은 영화를 본 관객의 선택이 아닌가 하는 생각이 들었다 정해진 결말이 아니라 각자가 생각할 수 있는 결말이 다르다고 생각 했다. 저는 너무 좋았어요 ~ 연출 연기 스토리 영상미 ost 모든게 잘 어울러진 최고의 영화라고 생각합니다.
간신,8,성의껏 잘 만든 영화같다.
내일의 기억,9,반전에 반전을 보인 영화 여자분들이 좋아할만한 영화입니다.서예지씨도 연기좋았고 서예지씨 개인적인 문제는 문제고 스토리도 쾐찬았어요
패밀리,10,다들 재미없다고해ㅛ지만 ㅠㅠ전 재밋게보앗네요
서복,2,"무미건조한 장르적 재미, 애매모호한 철학적 의미"
승리호,5,무난한 탑승감의 보급형 가오갤호
미션 파서블,1,단연컨데 밖에나가서 하늘쳐다보는게 더 재밌음
차이나타운,10,최고의영화같은영화
잭 스나이더의 저스티스 리그,2,원더우먼 갤가돗은 강한척하는 남자같아서 집중이 안된다. 여성스러움이 원더우먼의 트레이드 마크인데 역시 원더우먼은 원조 린다카터
내일의 기억,2,"딱 그배우에 그 감독이라니,  인터뷰 하는꼴보니 세트로들 똑같구만"
한여름 밤의 꿈,5,계속보기힘들게 오글거리는 대사 별 재미도크게없음 미셸파이퍼 예뻐 참고 봄
러브 앤 몬스터스,7,스토리 보다 영상미와 강아지 보이때문에.. 후속작이 나오면 좋겠다는 생각
고질라 VS. 콩,8,만화 같은 내용이지만 영상미 볼거리만으로 충분히 볼만하다
내일의 기억,10,너무 재밌게 봤어요 !! 꼭 보세여
자산어보,9,"믿음이 죄가 되는 세상에서,앎이 고통이 되는 시대에,자신의 믿음과 앎으로 살아갔던 사람들의 이야기는 흑산도의 풍경만큼 아름답고 슬펐다."
낙원의 밤,10,배우들 연기가 하나같이 좋았음
러브 어페어,10,인생영화 놀랍도록 섬세한 연기 억지 눈물이 아닌 감성 마음속 깊은곳을 자극하는 아련함... 너무 좋은영화입니다.
프레스티지,10,
고령화 가족,8,고레에다히로카즈 감독의 '좀도둑 가족' 보다 먼저 만들어진 콩가루 집안 이야기.. 진부한 스토리지만 배우들의 좋은 연기와 감독의 매끄러운 연출은 칭찬 받아 마땅!
심봤다,8,보면서 좀 많이 답답하지만 영화자체는 볼만하다
공수도,7,대부분 생소한 배우들임에도 매력적인 연기를 보여준다
삼국대협,8,괜찮은 무협물.  시대가 많이 지나 지금 보면 어설픈것도 있지만 저시절 저정도면 볼만한 수준
부탁 하나만 들어줘,7,블레이크 라이블리가 죽은 게 아니라 자기 쌍둥이 언니 죽이고 범죄 숨길려고 자기가 죽은 것처럼 한거.
내일의 기억,1,방송이나 스크린에 나오면 안되는 사람이 나온 데다가 그 사람을 두둔하는 감독까지 있어서 최악임.그냥 망하길. 알바 겁나 써서 평점 올려놓은 게 잘 보임
자산어보,10,인생에서 손꼽을 명작이다...
사랑과 죽음의 메아리,8,다시는 일어나지 말아야할 비극
노매드랜드,10,고도로 도시화 된 현대사회를 살아가면서 오히려 유목인의 삶을 택한 사람들. 모든 것을 잃었지만 오히려 대자연 속에 자유를 얻은 주인공 ‘펀’의 모습을 보며 얻는 큰 위로. 상실 뒤에 또다른 얻음이 있다는 가르침을 배운다.
승리호,7,승리호는 돈이 없던 사람들이었지만 돈이 많이 든 영화 답게 영상미는 눈이 즐거워서 스토리의 부족함을 조금 커버 해주지 않았나 싶다
실미도,1,꼬꼬무 그알 보고옴 유가족외 관계자들이 영화얘기에  치를 떨던데.. 가난한 일반인들을 다 범죄자로 둔갑시켜서 역사왜곡하고 줄거리에 뻔뻔하게 ‘... 울부짖으며 죽어간 서른 한 명 훈련병들의 영혼 앞에 이 영화를 바칩니다’라니.. 개뻔뻔하네_ 날 쏘고가라 그것또한 왜곡이고.. 상업영화인건 알겟는데 이런 가슴아픈 역사는 좀 왜곡하지말고 다른부분 각색하고 억울한부분 제대로 전달해줬어야지.. 쓸대없는 신파만 주구장창 넣을게 아니라. 아니면 첨부터 실화네 어쩌네 하면서 31명의 영혼을 위로한다고 홍보에 이용하질 말던지 양심이 있냐
스토어웨이,5,"""마무리""가 이렇게나 중요하다. 영화를 보는 내내 장점이었던 모든 요소들이 엔딩을 뭉텅이로 잘라먹는순간 전부 단점으로 바뀐다. 삶에 대해 뭔가 진지하게 질문을 하고 싶었다면, 최소한 그 질문을 완성이라도 해야 했다."
자산어보,10,처음엔 흑백인줄 몰랐다가 적응되기 시작하니까 배경이 되는 모든 풍경이  멋진 그림같더라구요. 두 배우 연기 그리고 조연들까지도  멋졌어요. 기대 안하고 봤다가 너무 재밌게 봤습니다. 추천해요. 그리고 컬러로도 또 한번 보고 싶은 마음이에요. 영상미가 멋졌어요. 제 상상속에서는 이미 컬러화된 배경이에요
아웃포스트,8,전쟁통 한복판 속에 와있는 듯한 착각을 하게 될 것이다.
범털,10,B급영화는 엉성한맛에 보는겁니다 재밌게 봤습니다
미나리,1,보고 있으면 떡실신하는 수면유도영화. 그냥 잠이 온다. 자 이제 천천히 눈을 감고 깊은 숙면에 들어갑니다..
스프링 송,7,유준상의 열정에는 감동하지만 내 남편이 이 영화를 만들었다면 가슴 답답할 듯...
나소흑전기: 첫만남편,10,아니 뭔 그림체 평면적이라고 작화 구리다는 애들은 그림 그려보기나 한 얘기임?그알못들 아가리 꼭 그림체로 태클거는 애들 보면 그림 수준 땅바닥 기어다니게 못그리드만 ㅋㅋㅋ 니들 입맛에 맞는게 있고 아닌게 있는건데 중국인 알바로 몰아가네 수준들하고는 ㅉㅉ
자산어보,10,"임금도 양반도 없는 나라, 1800년대 이미 진보한 사상가였던 정약전 선생을 정말 잘 조명한 걸작 입니다!"
엑스맨: 아포칼립스,7,메인빌런의 매력이 확실히 떨어짐. 영화 내내 전지전능한듯이 묘사된 거에 비해 조금 허무하게 가버림. 화려한 스케일이나 조화로운 팀워크 같은 건 좋았음.
스토어웨이,7,너무 긴 러닝타임.. 러닝타임이 반으로 줄었다면 좀 더 강렬한 인상을 남겼을지도 모른다고 생각이 듭니다. 중간중간의 스릴감과 마지막 장면의 음악과 영상미가 상당히 좋았습니다. 차근차근 긴장을 조여왔으나 결말을 보고나서는 이렇게 까지 조여올 필요가 있었나 할 정도로 허무합니다..
내일의 기억,1,죽다 살아난 환자가 의식이 깨는데 화장을 하고 있음. 여주인공의 갑질을 엿볼 수 있었음.
낙원의 밤,4,Cg 너무 조잡스럽다 90년대 말 미국영화 수준.
극장판 귀멸의 칼날: 무한열차편,8,만화자체의 필연성이나 개연성은 깊이가 얕은 느낌이지만 영상미나 시각적인 즐거움이 있습니다.
벌새,10,잘 그려낸 성장드라마. 그때는 왜 모든게 서툴고 어렵고 불안정했을까...
자산어보,10,최고의 한국영화!!설경구님과 변요한님의 환상의 밀당 놓치지 마세요~^^
극장판 귀멸의 칼날: 무한열차편,10,와씨....꼭 보삼.진짜...레전드의 영화 한편 찍었다
끝까지 간다,10,
내일의 기억,2,서예지 옹호하는 감독때문에 별 1개 뺐네요.
신세계,10,
공조,10,
미나리,6,"(스포 아주 살짝) 감동 지수는 전혀 없습니다. 오히려 저는 막판 할머니의 무책임한 실수에 화가 치밀어 올랐습니다. 분명히 집에 있으라고 했는데 아무리 병이라고 해도 그렇지 그렇게 무책임하게 다 망쳐버리고.... 이렇게 화가 치밀어 오른건 처음이었습니다. 그런데 여기서 포인트입니다. 화가 치밀어 오를 정도로 ""할머니의 연기력만은 세계탑 레벨"" 맞았습니다.아직도 미국 이민 생활에 대한 미련을 가지고 계신 분들을 저는 많이 보고 있는데, 유학 다녀온 저로써는 오랜만에 되돌아볼 수 있는 좋은 시간이었습니다. 이 영화를 보고 미국 환상을 깨어버리고 현재 본인의 나라인 대한민국이 얼마나 좋은지를 실감하세요"
퍼펙트 케어,10,화딱지 나지만 꿀잼탱임. 강추
소년시절의 너,1,일말의 가치없는
미나리,6,윤여정 연기가 아카데미상을 줄만한건지 난 잘 모르겠다. 더 모르겠는건 십자가멘 미국 아저씨하고 결말에 왜 불난건지...미쿡인 취향인가?
더 버터플라이,7,약간은 유치한 시나리오...
미션 파서블,8,계속킥킥거리며보다가김영광의기럭지에감동
내 생애 가장 아름다운 일주일,10,행복하다. 그리고 배우들이 엄청 젊다.
궁합,4,"재미, 감동, 연기 다 별로."
나소흑전기: 첫만남편,1,친구랑 다녀왔는데 정말 솔직히 별로더군요...ㅠㅠ
미나리,2,정말 잘잤어요^-^ 그래도 미나리 응원합니다.
범털,9,독립영화 특유의 어색함은 있으나 킬링타임용으로 볼만함
벌새,6,오빠가 여동생 때리는거보는데 OO욕나옴 오빠있는 여동생은 다공감하려나
위대한 쇼맨,10,가슴벅찬 멜로디와 연출로 손에 꼽는 진짜 내 인생 영화.아직도 안본 이가 있다면 말하고 싶다.이걸 아직도 왜 본거지?
프레셔스,8,역경을 딛고 끗꾸싸게 자신의 삶을 개척하는 소녀의 의지가 감동이었슴
스토어웨이,3,감독을 줘 패고 싶어지는 영화 a급 쟁쟁한 배우들 데려다가 폐기물을 생산하다니
자산어보,10,흑백영화가 오히려 더 컬러풀하다는 착각마저 듭니다.
내일의 기억,2,고친사람이 잘못이라는 서유민 감독. 이건 흡사 때린사람 문제가 아닌 맞은 사람이 잘못했다는 것과 똑같은 말인데...이런 감독과 배우라니..
스토어웨이,4,재미도 없고 감동도 없고 참.. 3인용보트에 세사람이 타고가다가 물에빠진 사람때문에 한명 자살하고 그자리에 물에빠진 사람태우는 영화임
구원,1,내아까운 영화비 + 시간  구원받고싶다
괴물들,1,"진심 왜 만들었냐 돈이 아깝고 배우들이 아깝다 좋아하는 배우 나왔길래 기쁜 마음으로 끝까지 보려했는데 기쁘긴 개뿔 중간 넘어가서부턴 불쾌했고 1시간 이후로부턴 도저히 못 보겠어서 껐음 이따구로 만들바에 내가 영화 감독하는 게 결과물이 더 갚지겠단 생각 처음으로 들었음 열심히 촬영에 임한 배우들과 스탭들, 이거 만드려고 애쓴 모든 사람들에게 사죄해라"
내일의 기억,1,싸이코가 잘나가는 꼴은 볼수 없지
내일의 기억,1,서예지가 나온 영화는 바로 걸러야지
러브 앤 몬스터스,8,그래서 빨간드레스 정체가 뭔데?
스토어웨이,1,뭘 이야기하고 싶었던 거지??
스토어웨이,6,로스트 이후 오랜만에 보는 꽈찌쭈형. 이형 여전히 햄보칼수가 없네.
머큐리,9,
고스트 쉽,8,
82년생 김지영,1,쓰레기영화  너무 극단적임 개노잼
내일의 기억,1,
청년경찰,10,와... 거의 두 시간이 한 시간처럼 보이는 매직!보는내내 그냥 광대승천이다ㅋㅋ 박서준과 강하늘 역쉬 캐미 짱^^ㅋㅋㅋ
악질경찰,1,세월호를 왜 등장시키지? 대깨가 만들었나?
퍼펙트 케어,8,독한X 죽지도 않네? 아니네
어른들은 몰라요,8,보다가 눈물이 차올랐습니다.보호자가 없는 아이들의 세상이 너무 안타깝고 불쌍해서입니다.극한의 고통에서 엄마를 부르지 못하는 상황은 어른들의 역할을 다시한번 생각하게 합니다.이유미 배우의 연기는 볼때마다 놀랍고 새롭습니다.
미나리,4,재미없어요 재미없어요
내일의 기억,6,광명롯시] 양산형 스릴러 영화 느낌이었고 아쉬움도 컸다. 반전을 의식한 거겠지만 일부러 이야기를 뒤죽 박죽 섞어서 관객도 헷갈릴거 같고 반전이 와도 피식 거리게 된다. 유명배우들이 출연하지만 전체적으로 뭔가 썰렁하고 저 예산 스러운 느낌도 들었다.
7년의 밤,6,
미나리,1,어제 저녁 가족이랑 보고왔는데 솔직히 그저그렇다고 느껴지네요..ㅠㅠ
살아남은 아이,9,그의 행실은 '우리' 라고 표현하기엔 너무도 어색했다.
아수라도,1,ㅎㅎ 완전재미없어용 이게 극장판이라니말이안됭
코스믹 씬,1,브루스 윌리스의 흑역사가 될 작품
감시자들,10,연출이 진짜 대단핬다ㅋ
미나리,8,지극히 공감가는 이야기...할머니 아버지 어머니 이야기...힘들었던 시절... 보이는 것이 보이지 않는 것보다 덜 위험하단다... 그래 눈앞에 보이는 위험은 피할수 있고 극복할수 있다...
내일의 기억,2,세예지 나오네;;거른다
숨바꼭질,1,어릴때 봤을땐 무섭게본거 같은데 내용기억안나서 다시본건데 개 발암..각본을 ㅇㅓ떻게 이렇게짰지? 아들딸부터 발암... 손현주네 가족은 범죄자임? 왜 경찰에 신고를 못함??
서복,8,차라리 2편으로 나누었다면 좋을 영화사는것과 죽는것에 대한 복잡한 감정을 너무 표현해준 배우들오늘도 살고있다는 것잠들면 깨어난다는 확신을 갖고 사는것 당연하게 여기던 것들을 평범하지 않게 비난 받은거 같다
모탈 컴뱃,1,C급도 안되는 스토리. 대신 택한 액션도 90년대 B급 영화에서 그래픽만 좋아진 느낌. 전체적으로 쓰레기라고 평하기도 아까운영화
무협,7,이영화는 도입부가 진짜 죽입니다.중반까지도 재밌어요.엔딩이 별로에요.차라리 실컷 싸우고나서 마지막에 견자단이 겨우겨우 이기고 아버지앞에서 팔을 잘라버리면서 72파가 견자단을 떠나는 결론이 낫지않았을까..
내일의 기억,2,배우들 연기는 잘하는데 스토리가 구려 추리할 것도 없음 너무 뻔해서
트랜스포터 - 라스트 미션,2,주근깨 여주 패블고싶다
더블패티,1,김태균 아니에요?
패닉 룸,6,결말이 너무 시시함.... 내가 이해한게 맞나 하고 인터넷에 찾아봤는데 본대로가 맞음..
극한직업,7,그냥 시간남아돌면 볼만함
반드시 잡는다,2,"작가, 감독 얼굴 좀 보고 싶다. 이것도 영화라고..."
섬,1,애들볼까무섭다. 예비성범죄자 만들기딱이다인생ㅈ된다고.남의집귀한딸도망쳐놓고.
머니볼,9,야구는 사랑할 수 밖에 없는 스포츠! 머니볼은 감동받을 수 밖에 없는 영화! 그냥 드라마를 즐겨요.
두 남자,1,새벽에 잠안와서 보긴봤다만.. 정말 최악이네 그냥 본시간이 아깝다
내일의 기억,10,이번년도 들어서 본 영화 중 가장 몰입해서 본 것 같다.
내가 살인범이다,4,답답한 영화임. ㅋㅋ 사람들 하는 짓들이 사람 하나 못잡고 계속 놔줌 ㅋ 그냥 영화처럼 만든 영화. 이건 코미디도 아니고 스릴러도 아니고 뭣도 아님. 스토리에 개연성도 별로 없고 인물들 간에도 느슨함. 왜 나오는지 모르겠는 인물들도 많음. 반전이다 뭐다 하지만 누가봐도 뻔한 반전임.
초속5센티미터,10,
베스트 오퍼,9,절대 스마트 폰으로 보아선 안될 영화
스토어웨이,8,"우주괴물이 나올까?아님 정신분열 일으키는 미치광이 우주비행사가 나올까?다행히 그러지않았다.기존 우주영화스토리와 달라서 좋았던,뻔하고 식상한스토리가 아니라서 좋았던 잔잔한영화.확률은 지극히 낮겠지만 의도치않았던동행의 비훈련자 마이클, 나이팅게일 닥터 조이, 하바드출신의 막중한 화성임무를 가진 과학자 데이비드킴, 항해와 모든걸책임져야하는 캡틴 선장.최선의선택인듯. 살인과 이기심이 난무했다면 재미없었을듯.그런우주영화는많으니까"
랭고,10,"그래픽, 사운드, 케릭터, 스토리, 연출, 메세지, 연기 모든것이 완벽하다 서부장르의 감성을 동물케릭터들의 특징을 활용하여 극한까지 표현했고 세밀한 디테일적인 연출까지 모든게 정말 완벽하다"
렛 힘 고,7,배대슈 돈옵져랑 캐스팅이 겹치지만 전혀 다른 느낌의 영화...케빈옹 정말
모탈 컴뱃,1,광고에서 액션신 다 보여줌~~~!!! 기대가 크면 실망도 큼
프라미스드 랜드,8,도람뿌가 싫어할만함
구원,2,감독아 영화제목에 1원을 더한게 니 영화 값어치다
브라이트,3,이거 좀 심각함 별높게 준거임 ㅋㅋ 차라리 드라마로 나왔어야함
범털,10,눈이낮은가..즐겁게봤는데요.
판도라,10,대한민국 재난영화도 헐리웃을 뛰어넘을수 있음을 보여준다.강추
구원,3,시작은 괜찮은듯했으나 끌고가는 힘이 없다
내일의 기억,6,극 진행하면서 몇가지 헛점이 보이지만 배우들의 연기가 그것들을 잘 감춰주는편
범털,10,이영화를보고   시력이 좋아졌네요
킹 오브 프리즘 올 스타즈 -프리즘 쇼☆베스트10-,10,
낙원의 밤,8,엄태구의 카리스마는 인정해야함전여빈 연기 잘함제주도를 잘 살려낸 연출 좋았다 마지막 너무 시원했음
킹 오브 프리즘 -샤이니 세븐 스타즈-,10,
버닝,10,이사람들은 왜 만나는걸까? 모호해질때.. 인간들끼리 만나는 이유가 다 거기서 거기지. 난 내것만 책임지면 된다는걸 떠올리게 해주는 영화.남자 둘 앞에서 웃통 벗은 여자. 친구에게 SOS 쳤던거같다. 구해줘야지.
괴물들,1,이영화 보고나서 기분만 더러워졌습니다
명탐정 코난: 비색의 탄환,9,조금 억지스러운 부분들도 있긴한데 완전 재밌게 봤어요
박쥐,9,"악마의 시험(욕망)을 이기고 남을 구원한 예수, 김옥빈의 요구와 그녀와의 욕망을 이기지 못하고 남의 구원은 커녕 자신의 쾌락과 파멸을 선택한 성직자 송강호. 두 성자의 서로 다른 선택과 결과"
상류사회,1,배우들은 도대체 왜 주홍글씨를 보고도 이감독의 영화에 출연하려하는건가..찝찝하고 기분나쁜영화
러브 어페어,10,"사랑과 인생의 가치에 대해,혹은 진정한 아름다운 영화가 무엇인지.그런 것들에 대한 해답을 주는 영화."
미나리,8,"누군가에게는 잔잔하고, 누군가에게는 잔인하다....하지만 누구나 인생은 파란만장하다..."
죽여주는 여자,10,
007 살인면허,10,빌런이 확실히 인상저그로 사악해보임.. 스케일도 커져서 쾅쾅 터지는 액션도 볼만함...본드걸들이 진짜 예쁘고 매력적임
서복,1,기대이하 팬들만 찬양하는 영화 속지마세요
계춘할망,10,찐감동 !!!  한번더 보고싶다
고질라 VS. 콩,7,역시 거대괴수물은 IMAX!
나의 첫 번째 슈퍼스타,7,배우들보느라 지루한줄모르고 본게다임.. 기승전이 없는 각본. 설마 그건아니었으면 했던 결. 마무리음악이좋았다. 기존에 알던 프로듀싱 영화는아닌걸로.
홈,10,아... 너무 아이가 불쌍해 너무 슬퍼요
미나리,7,같은 민족이여서 느낄 수 있는 감정이 있는거같다. 영화를 보는데 어느 순간 눈가에 눈물이 맺혀있었다.
이제 그만 끝낼까 해,2,이젠 혼내줄까해.. 왐마..
미나리,10,이 영화의 존재와 행보 전체가 경이로운 아이러니 가득
잭 스나이더의 저스티스 리그,4,몽땅 보여줬다고해서 그 떼깔이 달라지는 건 아니다
특종: 량첸살인기,1,ㅋㅋ 잘보고 있다가 마누라 홀몸도 아닌데 저런 음흉한곳에 혼자간다고요??? 어느 ㅁㅊ여자가 뱃속에 애기있는데 혼자 저런곳에 가나요..  현실성없어..
낙원의 밤,10,"재미없다는 평점때문에 존나 재밌는 영화를 안볼뻔했네..나중에 보는 사람들한테 스포될까봐 긴말은 안하지만 액션, 느와르 좋아하는 사람들은 아니 그냥 남자들은 꼭 보길 ㅋㅋㅋ"
낙원의 밤,8,막 엄청나진 않은데 느와르 좋아하시는 분들은 그럭저럭 꽤 볼만한거 같음 근데 신세계 감독 맞나 싶을 정도로 영화 끝나고 별로 남는게 없음 스토리도 좀 떨어지고 확실히 기대했던 것보다는 아쉬움 다만 마지막 10분은 진짜 압권이었다 혼자 다 쓸어버리는데 너무 사이다였음
더 파더,10,시간이 흘러 시들어 갈지라도 부디 그 잎은 떨어지지 않기를
침묵,4,왜이러는겨 대체 말이.
노매드랜드,7,너무 외롭고 슬퍼보이지만 그 안에 희망도 있다..프란시스 맥도맨드의 연기는 좋다
원더,9,식상할거라고 생각하고 봤는데 결코 아니었다. 중간중간 콧잔등이 시큰거리는 의도치않은 뭉클함이 신비로웠다
아수라도,1,매우매우 심각....
맨홀,2,답답하다 영화 보지마라 진짜
"괜찮아요, 미스터 브래드",10,올해 본 내 최고의 영화가 될듯하다.왠지 지루할것 같아서 플레이 버튼 누르는데만 몇달이 걸렸는데 호주머니속 5만원 지폐를 발견한 기분이다. 대사 한마디 한마디가 주옥같았고 벤스틸러의 연기는 더할나위없이 훌륭했다. 자존감바닥이었던 요즘 '나의 나날들'을 위로하듯 러닝타임이 흘러가는게 신기했다. 위모레스크의 선율에 흘러내리는 브래드의 눈물이 내 감정을 대신하는것 같아서 그 또한 벅차다. 나에겐 최고다 이 영화.
불어라 검풍아,10,나쁘지 않습니다 볼만해요
아름다운 세상을 위하여,10,20년 만에 봐도 감동적이네요. 서른이 다 된 지금 더 감동적이고 참 좋은 영화라는 생각이...
특종: 량첸살인기,1,조정석은 연기도 별로인데 왜 주연으로 발탁되는지 모르겠네
명량,1,감독이 이순신장군님의 업적을 훼손하고 폄하하기 위해 만든 영화. 이순신장군님이 위대한 지장으로 유명한것이 전략으로 수많은해전을 이기고도 전사자수가 극히적었다는점인데 개노답 백병전 연발? 미친건가진짜 보다가 역해서 끔
소년시절의 너,10,
소년시절의 너,8,장르가 멜로보다는 느와르에 가까운것같은.. 영화가 내내 무겁네요. 사랑이나 감동보다는 사회적 경각심에 포커스가 맞춰져있네요.
82년생 김지영,4,영화 속 김지영 정도의 삶이면 행복한거다따뜻한 남편 안정적인 가정물론 육아 시댁은 지긋지긋하지만 저정도면 양반
호문쿨루스,1,일본과 일본인의 사상을 잘 표현한 영화
미나리,4,우리는 줄곧 무엇을 위해 사는가 잊고 지낸다.
서복,2,최고의 배우와 최악의 연출
더 파더,10,보통 제3자의 시선에서 치매를 바라보는데 이건 1인칭 시점.. 슬프다 나중에 부모님이 이렇게 되시면ㅠㅠ
아쿠아맨,8,조니뎁 매장시킨 쉬렉이 좋다는 인간들은 뭐지? 처음 볼때부터 재수없게 생겼드만
